user_id,content_id,action,timestamp,device,region,session_id,date
128,1008,skip,2023-09-04 13:04:59,mobile,EU,z1pUNJ,2023-09-04
149,1001,forward,2023-09-04 02:55:25,mobile,US,9tZILa,2023-09-04
138,1002,forward,2023-09-04 07:49:36,mobile,US,CSt2Wu,2023-09-04
130,1001,skip,2023-09-04 06:18:39,desktop,APAC,q29xAe,2023-09-04
173,1010,pause,2023-09-04 18:12:34,desktop,US,0DcEeh,2023-09-04
169,1009,play,2023-09-04 02:41:57,desktop,APAC,hQWJ63,2023-09-04
122,1010,skip,2023-09-04 19:06:33,tablet,US,Nk0jWJ,2023-09-04
174,1003,forward,2023-09-04 11:11:17,mobile,EU,OMBLnN,2023-09-04
182,1007,forward,2023-09-04 03:50:51,tablet,US,gMhhB5,2023-09-04
166,1000,skip,2023-09-04 18:25:11,tablet,APAC,pIWVc2,2023-09-04
117,1008,pause,2023-09-04 04:21:15,tablet,APAC,3dI6Im,2023-09-04
185,1002,pause,2023-09-04 06:00:53,mobile,APAC,VzROD2,2023-09-04
156,1004,pause,2023-09-04 12:02:53,desktop,APAC,1yxjOr,2023-09-04
159,1007,play,2023-09-04 14:31:53,desktop,EU,3IPzwo,2023-09-04
148,1000,forward,2023-09-04 12:48:42,tablet,US,YSQQGC,2023-09-04
150,1004,forward,2023-09-04 04:20:37,desktop,US,Olvd8Y,2023-09-04
118,1001,forward,2023-09-04 01:20:50,desktop,US,Vvum4o,2023-09-04
123,1006,play,2023-09-04 07:30:19,tablet,US,ipmy6n,2023-09-04
195,1010,forward,2023-09-04 23:17:55,mobile,EU,M9J7Oa,2023-09-04
165,1009,forward,2023-09-04 15:44:35,tablet,APAC,rGBh1u,2023-09-04
159,1008,forward,2023-09-04 00:27:20,mobile,US,AprDhe,2023-09-04
130,1002,pause,2023-09-04 19:31:13,tablet,APAC,70Dd6Q,2023-09-04
175,1010,skip,2023-09-04 17:18:16,desktop,APAC,prCz2G,2023-09-04
114,1010,play,2023-09-04 17:22:27,desktop,US,eKyJTa,2023-09-04
196,1000,pause,2023-09-04 06:58:03,desktop,EU,dWhlMf,2023-09-04
111,1000,play,2023-09-04 14:15:19,desktop,US,AIvwDj,2023-09-04
113,1006,forward,2023-09-04 11:32:03,desktop,EU,ctzidk,2023-09-04
188,1004,forward,2023-09-04 04:06:52,tablet,US,FAA0fu,2023-09-04
