user_id,content_id,action,timestamp,device,region,session_id,date
186,1006,forward,2023-09-06 17:06:20,tablet,US,CbbkxQ,2023-09-06
171,1005,skip,2023-09-06 08:19:09,mobile,US,PEprUi,2023-09-06
116,1002,pause,2023-09-06 21:30:31,desktop,EU,Unsa6s,2023-09-06
103,1009,play,2023-09-06 08:07:46,tablet,US,sAqxPt,2023-09-06
120,1004,play,2023-09-06 03:26:04,tablet,US,yN8VcV,2023-09-06
111,1010,skip,2023-09-06 19:11:07,tablet,EU,H2TlSs,2023-09-06
103,1000,pause,2023-09-06 13:25:52,desktop,APAC,LEPbWj,2023-09-06
139,1010,pause,2023-09-06 21:51:36,desktop,EU,RnUdoA,2023-09-06
164,1010,play,2023-09-06 22:44:48,tablet,APAC,qBg02B,2023-09-06
150,1006,play,2023-09-06 18:31:53,tablet,EU,33lV4j,2023-09-06
145,1004,forward,2023-09-06 11:19:30,mobile,EU,KGKeqr,2023-09-06
191,1005,pause,2023-09-06 09:00:09,tablet,EU,OkEfcD,2023-09-06
110,1001,skip,2023-09-06 01:40:41,tablet,APAC,j0vdQv,2023-09-06
136,1004,forward,2023-09-06 19:49:19,desktop,EU,8qqd2i,2023-09-06
166,1010,skip,2023-09-06 00:33:32,mobile,US,D63gFk,2023-09-06
196,1004,play,2023-09-06 05:00:01,tablet,US,sXXx7x,2023-09-06
142,1002,pause,2023-09-06 18:26:29,tablet,APAC,m3M1ZC,2023-09-06
125,1002,pause,2023-09-06 14:30:23,tablet,EU,rL86Om,2023-09-06
186,1007,skip,2023-09-06 12:59:25,desktop,APAC,gtjZR4,2023-09-06
167,1007,forward,2023-09-06 08:10:16,tablet,APAC,sRpvjc,2023-09-06
102,1004,forward,2023-09-06 20:34:16,mobile,APAC,X7IYjZ,2023-09-06
129,1010,pause,2023-09-06 08:45:19,tablet,APAC,siAew1,2023-09-06
