user_id,content_id,action,timestamp,device,region,session_id,date
142,1003,skip,2023-09-03 12:25:46,mobile,APAC,3JOiyn,2023-09-03
171,1010,play,2023-09-03 22:16:32,desktop,EU,2rLRe6,2023-09-03
154,1002,skip,2023-09-03 12:48:12,tablet,US,yqHhg9,2023-09-03
200,1010,skip,2023-09-03 15:15:25,mobile,US,mZptJv,2023-09-03
137,1010,skip,2023-09-03 15:18:49,desktop,US,n6ZzTv,2023-09-03
150,1002,skip,2023-09-03 04:28:03,mobile,US,9Krl1G,2023-09-03
181,1009,forward,2023-09-03 04:22:08,desktop,APAC,EYFwz4,2023-09-03
175,1006,forward,2023-09-03 11:19:30,tablet,APAC,HaWYA7,2023-09-03
148,1010,skip,2023-09-03 06:25:17,desktop,US,QfytVK,2023-09-03
192,1009,skip,2023-09-03 19:54:44,mobile,EU,NOh1fJ,2023-09-03
181,1006,play,2023-09-03 19:08:11,tablet,US,UdzAH0,2023-09-03
159,1003,play,2023-09-03 03:40:20,mobile,APAC,r8HP2C,2023-09-03
101,1003,play,2023-09-03 18:54:51,desktop,US,USw8LV,2023-09-03
109,1002,forward,2023-09-03 11:00:44,desktop,EU,JfDnN8,2023-09-03
113,1004,pause,2023-09-03 14:25:38,desktop,US,jfL07r,2023-09-03
154,1004,play,2023-09-03 16:34:25,tablet,US,HlE7MP,2023-09-03
196,1010,skip,2023-09-03 07:45:26,tablet,EU,6pia4B,2023-09-03
194,1006,skip,2023-09-03 00:14:35,desktop,EU,Hx45pN,2023-09-03
104,1006,forward,2023-09-03 16:43:40,mobile,APAC,JtL0dK,2023-09-03
150,1004,forward,2023-09-03 22:50:53,tablet,APAC,ZdEXjm,2023-09-03
128,1001,forward,2023-09-03 00:08:57,desktop,US,Vw5891,2023-09-03
146,1000,play,2023-09-03 05:05:14,tablet,APAC,5Ezn9K,2023-09-03
109,1000,skip,2023-09-03 11:45:11,desktop,EU,3GJNoe,2023-09-03
171,1008,pause,2023-09-03 16:28:35,mobile,US,qlr7LL,2023-09-03
161,1007,skip,2023-09-03 09:51:37,mobile,US,a1mzqK,2023-09-03
171,1002,pause,2023-09-03 01:21:55,tablet,US,XQ5RPY,2023-09-03
197,1009,skip,2023-09-03 09:26:58,desktop,APAC,xHZMGw,2023-09-03
